"","Country","Region","Year","HealthSpendingPercent","SuicideRate","Country_Name","GDP_per_Capita","GINI_Index","SuicideRate_sqrt"
"1210","CHE","Europe",2016,11.22941,14.16106,"Switzerland",77999.46,0.33042452,3.76311838772048
"1211","IDN","South-East Asia",2017,2.90417,1.5864,"Indonesia",11772.574,0.3636789,1.2595237195067
"1212","GEO","Europe",2014,7.75487,5.45763,"Georgia",14475.313,0.37554133,2.3361571008817
"1213","ISR","Europe",2005,6.90325,6.93011,"Israel",33339.44,0.42267624,2.63251020890708
"1214","COL","Americas",2018,7.62541,5.03076,"Colombia",17416.014,0.50410813,2.24293557642657
"1215","GRC","Europe",2014,7.89141,5.29706,"Greece",31256.527,0.35804707,2.30153427087237
"1216","MOZ","Africa",2014,6.24013,10.65095,"Mozambique",1449.9293,0.53956276,3.263579323381
"1217","MDG","Africa",2005,5.21558,6.19731,"Madagascar",1653.9325,0.39928237,2.48943969599587
"1218","MEX","Americas",2006,5.40648,4.06369,"Mexico",21217.143,0.49712282,2.01585961812821
"1219","DEU","Europe",2008,10.25129,12.51751,"Germany",55919.77,0.30800265,3.53800932729127
"1220","TON","Western Pacific",2021,7.63287,4.73476,"Tonga",7034.925,0.27095765,2.17595036708101
"1221","DEU","Europe",2019,11.71595,12.48549,"Germany",63392.95,0.31780925,3.53348128621053
"1222","BTN","South-East Asia",2007,3.83775,5.65076,"Bhutan",8195.07,0.3809077,2.37713272662677
"1223","RWA","Africa",2013,6.77398,7.61582,"Rwanda",2030.6693,0.45111495,2.7596775173922
"1224","DEU","Europe",2000,9.88844,14.42063,"Germany",50314.254,0.2888814,3.79745046050636
"1225","BGD","South-East Asia",2010,2.28808,3.72001,"Bangladesh",4125.464,0.32130313,1.92873274457609
"1226","KGZ","Europe",2015,7.14931,10.02129,"Kyrgyzstan",5600.215,0.2899781,3.16564211495867
"1227","EST","Europe",2017,6.59727,17.88733,"Estonia",40672.336,0.30354318,4.22934155631819
"1228","GBR","Europe",2013,9.97822,8.73821,"United Kingdom",49884.434,0.32699567,2.95604634605075
"1229","USA","Americas",2019,16.66125,15.10978,"United States",69511.766,0.41533518,3.88713004670541
"1230","ECU","Americas",2007,5.55722,8.4769,"Ecuador",10939.345,0.53354627,2.91151163487285
"1231","FRA","Europe",2014,11.52531,15.66243,"France",51652.617,0.32262158,3.95757880527981
"1232","USA","Americas",2013,15.98622,13.69739,"United States",62089.348,0.40649238,3.70099851391486
"1233","LTU","Europe",2004,5.5115,43.82399,"Lithuania",22142.383,0.37011144,6.6199690331602
"1234","SVK","Europe",2008,6.95634,12.84474,"Slovakia",29606.78,0.26024988,3.58395591490744
"1235","KEN","Africa",2005,4.21736,4.87323,"Kenya",3844.7356,0.46440154,2.20753935412259
"1236","KGZ","Europe",2008,6.52512,11.57743,"Kyrgyzstan",4894.943,0.3145067,3.40256226981961
"1237","IRL","Europe",2000,5.89903,12.44777,"Ireland",53473.297,0.33005205,3.5281397364617
"1238","CHL","Americas",2013,7.47553,9.9488,"Chile",27300.996,0.46823916,3.15417184059461
"1239","LVA","Europe",2020,7.28521,18.00622,"Latvia",33012.453,0.35703966,4.24337365783406
"1240","FIN","Europe",2017,9.1267,15.7142,"Finland",56154.418,0.2738283,3.96411402459616
"1241","ISR","Europe",2016,7.09563,5.13065,"Israel",41783.31,0.39013016,2.26509381704158
"1242","PER","Americas",2020,6.36274,1.49976,"Peru",13612.021,0.4373994,1.22464688788238
"1243","CRI","Americas",2001,6.4741,4.85734,"Costa Rica",14422.2295,0.515062,2.20393738568046
"1244","ARM","Europe",2012,9.13455,7.56367,"Armenia",11796.274,0.29602262,2.75021271904557
"1245","GEO","Europe",2002,7.81474,3.5286,"Georgia",6464.325,0.3724613,1.87845681345087
"1246","MDA","Europe",2016,7.53552,14.76423,"Moldova",12377.366,0.26345387,3.84242501553381
"1247","BFA","Africa",2018,4.99954,8.64182,"Burkina Faso",2316.3943,0.43016732,2.93969726332492
"1248","SRB","Europe",2012,9.3282,19.44123,"Serbia",18195.398,0.39887607,4.40922101963601
"1249","KAZ","Europe",2021,3.92459,14.5977,"Kazakhstan",32945.85,0.29191533,3.82069365429892
"1250","BOL","Americas",2014,5.89614,5.49088,"Bolivia",8851.712,0.47829148,2.34326268267132
"1251","CHN","Western Pacific",2018,5.1679,8.70276,"China",17490.166,0.38497642,2.95004406746747
"1252","CAN","Americas",2001,8.62482,12.78265,"Canada",48036.625,0.33554783,3.57528320556568
"1253","FIN","Europe",2011,9.22303,17.73648,"Finland",55565.156,0.27642646,4.21147005213144
"1254","GEO","Europe",2020,8.3416,5.7398,"Georgia",17031.145,0.3446499,2.39578797058504
"1255","LSO","Africa",2002,5.86442,12.62254,"Lesotho",2024.7872,0.51206875,3.55282141403139
"1256","FIN","Europe",2013,9.80535,17.20118,"Finland",53677.812,0.27193668,4.14743052985822
"1257","FIN","Europe",2007,8.08359,19.67572,"Finland",57846.062,0.28285563,4.43573218307869
"1258","CHN","Western Pacific",2015,4.93828,8.68894,"China",14575.935,0.38595304,2.94770079892787
"1259","MOZ","Africa",2002,3.18653,6.35734,"Mozambique",842.64526,0.4695471,2.52137660812501
"1260","PAK","Eastern Mediterranean",2015,2.49493,6.40597,"Pakistan",4645.286,0.31291267,2.53100177795275
"1261","BRA","Americas",2021,9.63647,7.59403,"Brazil",18075.705,0.52938724,2.75572676439447
"1262","BGR","Europe",2021,8.61893,9.5109,"Bulgaria",29536.678,0.3900545,3.0839747080675
"1263","EST","Europe",2015,6.64135,15.72634,"Estonia",37403.79,0.3266799,3.9656449664588
"1264","MNE","Europe",2017,7.98255,13.32827,"Montenegro",23293.2,0.36881563,3.65079032539531
"1265","PRY","Americas",2015,6.69166,6.54087,"Paraguay",14427.601,0.47605744,2.55751246331274
"1266","CHN","Western Pacific",2008,3.9,11.60985,"China",8566.965,0.4296504,3.40732299613641
"1267","TUN","Eastern Mediterranean",2005,5.14556,3.05492,"Tunisia",10470.781,0.37733382,1.74783294396232
"1268","FSM","Western Pacific",2013,12.25674,21.99852,"Micronesia (country)",3727.426,0.4005239,4.69025798863986
"1269","PAN","Americas",2013,6.5221,3.39861,"Panama",28135.328,0.51456016,1.84353193625714
"1270","BEL","Europe",2013,10.5746,19.61949,"Belgium",57408.477,0.27668843,4.42938934843168
"1271","BLR","Europe",2000,5.28088,39.50342,"Belarus",11182.455,0.31167483,6.28517461969037
"1272","ETH","Africa",2010,5.46637,5.56935,"Ethiopia",1381.1904,0.33170602,2.35994703330393
"1273","PAK","Eastern Mediterranean",2004,2.03666,6.97934,"Pakistan",3859.646,0.30886108,2.6418440529297
"1274","RUS","Europe",2001,5.24285,51.79269,"Russia",21435.766,0.36924976,7.19671383341036
"1275","TLS","South-East Asia",2007,5.64793,3.14501,"East Timor",3256.6553,0.27823317,1.77341760451395
"1276","CHL","Americas",2003,7.25048,9.83697,"Chile",18909.547,0.51475215,3.13639442672633
"1277","AUS","Western Pacific",2003,7.8766,11.07803,"Australia",46798.09,0.3349686,3.32836746769343
"1278","AUT","Europe",2020,11.31641,13.99738,"Austria",60931.94,0.29800606,3.74130725816525
"1279","RUS","Europe",2009,5.64392,36.84133,"Russia",31976.006,0.398456,6.06970592368362
"1280","USA","Americas",2002,13.99535,11.86803,"United States",55436.117,0.40352058,3.44500072568933
"1281","GEO","Europe",2011,7.82405,2.59294,"Georgia",12288.683,0.3959351,1.61026084843419
"1282","IRL","Europe",2008,9.12565,12.14848,"Ireland",62086.47,0.3090567,3.48546697014905
"1283","NOR","Europe",2015,10.06992,11.92389,"Norway",85766.61,0.27496743,3.45309860849643
"1284","CZE","Europe",2009,7.24881,15.00882,"Czechia",39932.04,0.26156676,3.8741218359778
"1285","IRN","Eastern Mediterranean",2018,7.73915,4.32845,"Iran",14642.498,0.37419906,2.08049273010025
"1286","GEO","Europe",2000,7.19459,3.03096,"Georgia",5706.2725,0.4045976,1.74096524950959
"1287","FRA","Europe",2009,11.28756,18.42889,"France",49680.383,0.3266122,4.2928883050925
"1288","TJK","Europe",2015,6.90736,2.84359,"Tajikistan",3041.4448,0.3399559,1.68629475478043
"1289","CHN","Western Pacific",2002,4.38285,14.92854,"China",4650.897,0.41985723,3.86374688611974
"1290","CRI","Americas",2018,7.28588,7.52575,"Costa Rica",23282.604,0.47970015,2.7433100444536
"1291","PRY","Americas",2006,5.01928,4.54866,"Paraguay",10672.993,0.5299425,2.13275877679591
"1292","NOR","Europe",2008,7.91508,11.09834,"Norway",86598.08,0.26996335,3.33141711588327
"1293","CRI","Americas",2015,7.59196,6.37212,"Costa Rica",21510.977,0.48374,2.52430584517804
"1294","PAK","Eastern Mediterranean",2005,2.37324,7.03046,"Pakistan",4042.1545,0.31261253,2.65150146143652
"1295","CHE","Europe",2012,10.34785,14.74814,"Switzerland",75560.02,0.31567127,3.84033071492547
"1296","COD","Africa",2020,3.97694,8.15426,"Democratic Republic of Congo",1277.6328,0.44674513,2.85556649371014
"1297","MDV","South-East Asia",2019,7.65846,2.51266,"Maldives",21855.502,0.2928509,1.58513721803508
"1298","KOR","Western Pacific",2018,7.46262,28.28214,"South Korea",46034.29,0.33725032,5.3180955237754
"1299","BIH","Europe",2011,9.17856,10.52957,"Bosnia and Herzegovina",12659.914,0.33030185,3.2449298913844
"1300","PAN","Americas",2001,6.9185,5.0416,"Panama",14427.83,0.5670764,2.24535075210979
"1301","GRC","Europe",2003,8.44916,3.2972,"Greece",36020.43,0.32759297,1.81581937427708
"1302","COL","Americas",2019,7.77955,5.10852,"Colombia",17652.896,0.5132595,2.26020353065825
"1303","IDN","South-East Asia",2015,2.92429,1.60126,"Indonesia",10893.662,0.38207534,1.26540902478211
"1304","RUS","Europe",2008,4.90364,38.38922,"Russia",34691.574,0.41568583,6.19590348536838
"1305","RUS","Europe",2014,5.1821,32.61443,"Russia",36217.965,0.3988122,5.7109044817787
"1306","ALB","Europe",2002,5.66464,4.28382,"Albania",7565.8213,0.3173898,2.0697391139948
"1307","BLR","Europe",2010,5.65694,34.16435,"Belarus",24012.613,0.285666,5.84502780147366
"1308","EST","Europe",2003,5.13883,26.5525,"Estonia",26221.773,0.37195182,5.15291179819721
"1309","BGD","South-East Asia",2016,2.38938,2.98126,"Bangladesh",5682.5356,0.32385272,1.72663256079572
"1310","IRL","Europe",2016,7.4819,9.63231,"Ireland",80713.984,0.32807183,3.10359630106752
"1311","LTU","Europe",2013,6.12594,40.76936,"Lithuania",32922.773,0.35307336,6.38508887956934
"1312","JPN","Western Pacific",2008,8.08909,24.61537,"Japan",41874.23,0.34842315,4.96138791065565
"1313","USA","Americas",2012,16.11975,13.66573,"United States",61224.406,0.4093412,3.6967188153821
"1314","ESP","Europe",2006,7.82906,7.51773,"Spain",44384.727,0.33541158,2.7418479170078
"1315","UKR","Europe",2011,6.8167,23.91006,"Ukraine",17783.957,0.24551843,4.88979140659395
"1316","MLI","Africa",2021,3.4665,4.15653,"Mali",2347.6274,0.35653594,2.038756974237
"1317","CHE","Europe",2002,9.88,21.06964,"Switzerland",68055.63,0.31686732,4.59016775292581
"1318","DNK","Europe",2016,10.25162,10.81534,"Denmark",63868.758,0.28187442,3.28866842354166
"1319","USA","Americas",2007,14.91833,12.30993,"United States",61306.598,0.40795898,3.50855098295578
"1320","COG","Africa",2011,1.75237,7.74188,"Congo",8492.421,0.48937136,2.78242340415689
"1321","ISR","Europe",2018,7.22799,5.35702,"Israel",43624.824,0.38577175,2.31452370910302
"1322","CHE","Europe",2010,10.00535,14.4912,"Switzerland",74961.31,0.3255303,3.80673088095284
"1323","IRL","Europe",2017,7.10796,8.47365,"Ireland",87863.664,0.31358823,2.91095345204969
"1324","TJK","Europe",2007,5.5405,2.93997,"Tajikistan",2181.898,0.32182014,1.71463407174826
"1325","ECU","Americas",2018,7.83214,8.47194,"Ecuador",14066.176,0.45437902,2.91065971903278
"1326","MLT","Europe",2012,8.37803,6.06015,"Malta",39878.24,0.29360434,2.46173719149709
"1327","CHL","Americas",2017,9.09052,10.05989,"Chile",27902.846,0.4526995,3.17173296480016
"1328","DOM","Americas",2021,4.91808,4.19752,"Dominican Republic",21912.26,0.38529298,2.04878500580222
"1329","AUT","Europe",2003,9.54724,17.98956,"Austria",55517.06,0.29465577,4.24141014286522
"1330","COL","Americas",2011,6.78077,3.74925,"Colombia",15123.193,0.5348354,1.93629801425297
"1331","DOM","Americas",2013,4.91598,5.29863,"Dominican Republic",15897.563,0.47656393,2.30187532242735
"1332","PRY","Americas",2012,6.53145,5.33195,"Paraguay",12834.802,0.47633564,2.30910155688311
"1333","LTU","Europe",2011,6.48782,38.31856,"Lithuania",29608.605,0.3248645,6.1901987044036
"1334","ETH","Africa",2004,4.31282,6.46498,"Ethiopia",877.11444,0.29806852,2.54263249408954
"1335","BOL","Americas",2008,4.60677,6.00492,"Bolivia",7272.166,0.50814897,2.45049382778247
"1336","MDA","Europe",2010,10.13113,21.8059,"Moldova",9649.951,0.3205092,4.66967878980985
"1337","GBR","Europe",2014,9.90306,8.45223,"United Kingdom",51100.336,0.3314094,2.90727191710717
"1338","PAN","Americas",2021,9.13571,3.28997,"Panama",30932.764,0.5085843,1.81382744493516
"1339","CYP","Europe",2017,6.62193,4.40648,"Cyprus",43120.656,0.31416234,2.09916173745617
"1340","LTU","Europe",2010,6.81462,37.47441,"Lithuania",27225.742,0.33608764,6.12163458563152
"1341","GBR","Europe",2016,9.76547,8.25014,"United Kingdom",52421.082,0.33109283,2.87230569403746
"1342","HND","Americas",2002,6.24458,3.36437,"Honduras",4627.023,0.5571017,1.83422190587726
"1343","UGA","Africa",2016,5.00793,4.59982,"Uganda",2554.2278,0.42753503,2.14471909582584
"1344","ITA","Europe",2002,7.86694,7.56616,"Italy",52056.73,0.34695667,2.75066537405043
"1345","ARM","Europe",2011,9.37589,6.72146,"Armenia",10990.177,0.29352945,2.59257786768305
"1346","PRT","Europe",2010,10.03251,13.57589,"Portugal",36897.203,0.35844672,3.68454746203655
"1347","BLR","Europe",2020,6.40607,16.27145,"Belarus",26731.496,0.24383356,4.03378854180533
"1348","RUS","Europe",2010,4.97112,35.78193,"Russia",33399.926,0.39548978,5.98179989635227
"1349","THA","South-East Asia",2012,3.52294,9.3586,"Thailand",17869.002,0.39256668,3.05918289744173
"1350","BGR","Europe",2020,8.48236,10.03017,"Bulgaria",27182.047,0.40523154,3.16704436344046
"1351","ARM","Europe",2005,5.86188,4.24662,"Armenia",8362.9,0.35992354,2.06073287934172
"1352","GRC","Europe",2016,8.44875,4.5958,"Greece",31512.123,0.34956136,2.1437817053049
"1353","SLV","Americas",2012,8.60625,6.856,"El Salvador",9165.42,0.41828847,2.6183964558485
"1354","PAN","Americas",2016,7.09378,3.0949,"Panama",30765.236,0.50406915,1.7592327873252
"1355","ZAF","Africa",2005,6.86216,15.63631,"South Africa",12877.307,0.6476209,3.9542774308336
"1356","SDN","Eastern Mediterranean",2009,6.39496,3.77582,"Sudan",4188.0547,0.35395128,1.94314693216957
"1357","MDA","Europe",2021,7.74904,14.14252,"Moldova",15682.07,0.25731638,3.76065419840751
"1358","DNK","Europe",2007,9.32515,12.73878,"Denmark",63649.715,0.26184258,3.56914275421984
"1359","ECU","Americas",2006,5.84507,7.75214,"Ecuador",10920.035,0.5224719,2.78426651023209
"1360","IRN","Eastern Mediterranean",2019,6.27399,4.26941,"Iran",14040.665,0.36482257,2.06625506653946
"1361","CMR","Africa",2001,4.1683,7.89021,"Cameroon",3884.873,0.42136794,2.80895176177876
"1362","BRA","Americas",2004,8.12492,4.74457,"Brazil",14911.261,0.564716,2.178203388116
"1363","BOL","Americas",2013,5.57465,5.41439,"Bolivia",8524.032,0.47588572,2.32688418276458
"1364","MLI","Africa",2018,3.7325,4.12485,"Mali",2411.532,0.3596336,2.03097267337599
"1365","PSE","Eastern Mediterranean",2016,9.00399,0.64855,"Palestine",6464.1333,0.3369004,0.805326020938104
"1366","GEO","Europe",2001,7.16951,2.49115,"Georgia",6074.0864,0.39557204,1.57833773318641
"1367","SVK","Europe",2005,6.5887,13.81827,"Slovakia",23306.523,0.29296494,3.71729337018213
"1368","ECU","Americas",2011,6.6051,8.2468,"Ecuador",12433.759,0.45871222,2.87172422074265
"1369","RUS","Europe",2006,4.76654,41.4382,"Russia",30328.078,0.4095094,6.43725096605686
"1370","MDA","Europe",2006,10.54445,21.81001,"Moldova",8577.028,0.35399717,4.67011884217094
"1371","KAZ","Europe",2009,3.47356,28.79662,"Kazakhstan",24901.354,0.28208867,5.36624822385249
"1372","KIR","Western Pacific",2019,10.166,19.80322,"Kiribati",2927.4836,0.27832702,4.45008089814107
"1373","EGY","Eastern Mediterranean",2012,4.45892,1.04281,"Egypt",13076.806,0.28292203,1.02118068920245
"1374","JAM","Americas",2002,4.74544,0.97136,"Jamaica",9716.8955,0.4831574,0.985575973733126
"1375","CRI","Americas",2013,7.68229,6.40485,"Costa Rica",20476.135,0.49151823,2.53078051201601
"1376","IRN","Eastern Mediterranean",2020,5.4015,3.39861,"Iran",14397.153,0.3584295,1.84353193625714
"1377","PSE","Eastern Mediterranean",2006,10.5024,0.58588,"Palestine",4714.3735,0.3395928,0.765427984855532
"1378","MDA","Europe",2017,7.1278,13.55233,"Moldova",13118.822,0.25899243,3.68134893754993
"1379","ECU","Americas",2008,5.52175,8.21725,"Ecuador",11460.405,0.49787596,2.86657461092503
"1380","UKR","Europe",2007,6.01777,29.07975,"Ukraine",18374.014,0.27012688,5.39256432506836
"1381","TUN","Eastern Mediterranean",2010,5.60951,3.06351,"Tunisia",12389.196,0.35808256,1.75028854764007
"1382","LVA","Europe",2008,5.58478,26.53947,"Latvia",27708.486,0.37211615,5.15164730935649
"1383","BGR","Europe",2015,7.39364,9.95401,"Bulgaria",24080.256,0.38564444,3.15499762282002
"1384","TGO","Africa",2011,4.38927,9.69205,"Togo",2048.8154,0.4601219,3.11320574328135
"1385","FRA","Europe",2017,11.37064,14.77871,"France",53262.957,0.3163205,3.84430878052219
"1386","CAN","Americas",2008,9.58827,12.34484,"Canada",52899.477,0.33930567,3.51352244905309
"1387","PER","Americas",2006,4.40959,1.02384,"Peru",9549.612,0.50332135,1.01184979122397
"1388","ISR","Europe",2021,7.6713,4.36692,"Israel",46238.223,0.3789385,2.08971768428178
"1389","SLV","Americas",2014,8.59894,8.24119,"El Salvador",9451.744,0.41559452,2.87074728947011
"1390","MKD","Europe",2019,7.06654,5.01671,"North Macedonia",21990.316,0.33505824,2.23980133047554
"1391","SWE","Europe",2020,11.33297,13.36228,"Sweden",59945.586,0.28870627,3.6554452533173
"1392","TON","Western Pacific",2009,3.97381,4.68825,"Tonga",5453.875,0.3749649,2.1652367076142
"1393","CHE","Europe",2020,12.00404,13.69128,"Switzerland",78023.34,0.33737928,3.70017296892997
"1394","ITA","Europe",2017,8.67774,7.05931,"Italy",49039.57,0.35922197,2.6569362054818
"1395","CYP","Europe",2013,6.92775,6.01158,"Cyprus",37558.96,0.37041834,2.45185236097119
"1396","HND","Americas",2013,8.47723,5.32902,"Honduras",5644.134,0.49958706,2.30846702380606
"1397","LTU","Europe",2007,5.76432,34.50852,"Lithuania",29740.268,0.34789148,5.87439528802753
"1398","PER","Americas",2005,4.66599,0.77221,"Peru",8951.547,0.5044914,0.878754800840371
"1399","PRT","Europe",2019,9.5138,12.65944,"Portugal",40400.805,0.32762748,3.55801068014136
"1400","ESP","Europe",2005,7.73974,8.01394,"Spain",43387.035,0.32431775,2.83089031931652
"1401","NLD","Europe",2009,9.99293,9.41683,"Netherlands",61697.008,0.27881998,3.06868538628514
"1402","SWE","Europe",2014,10.94795,14.84044,"Sweden",57442.918,0.28388658,3.85232916558282
"1403","GBR","Europe",2015,9.83625,8.6211,"United Kingdom",51823.973,0.33311963,2.9361709759481
"1404","FRA","Europe",2005,10.21484,19.17332,"France",49528.996,0.29833862,4.37873497713666
"1405","URY","Americas",2011,7.91521,16.88841,"Uruguay",26184.115,0.42175132,4.10955107037253
"1406","LUX","Europe",2004,7.27934,11.56676,"Luxembourg",125288.49,0.30172697,3.40099397235573
"1407","KAZ","Europe",2020,3.75301,16.98852,"Kazakhstan",32011.549,0.2868392,4.12171323602213
"1408","PRY","Americas",2003,4.90704,3.66317,"Paraguay",9903.45,0.54937583,1.91394096042694
"1409","LTU","Europe",2018,6.53039,27.40435,"Lithuania",41797.613,0.35705343,5.23491642722212
"1410","CIV","Africa",2018,3.09168,7.71251,"Cote d'Ivoire",5670.2,0.37168875,2.77714061581332
"1411","SLV","Americas",2015,8.75833,11.86312,"El Salvador",9646.154,0.4055182,3.44428802512217
"1412","POL","Europe",2013,6.48017,18.24518,"Poland",29676.557,0.33137318,4.27143769707578
"1413","HUN","Europe",2009,7.22222,25.29546,"Hungary",27793.346,0.2695929,5.02945921546243
"1414","ROU","Europe",2006,5.07106,12.81709,"Romania",22554.06,0.3964077,3.58009636741806
"1415","KGZ","Europe",2003,5.82382,12.71773,"Kyrgyzstan",3982.9272,0.28708646,3.56619264762856
"1416","ARM","Europe",2002,7.61359,3.60602,"Armenia",5731.3535,0.34779674,1.8989523427406
"1417","CAN","Americas",2017,10.93421,11.82108,"Canada",55756.26,0.33308205,3.43817975097289
"1418","CHE","Europe",2009,10.14151,15.90666,"Switzerland",73366.586,0.32855856,3.98831543386428
"1419","ARE","Eastern Mediterranean",2018,4.09854,2.51452,"United Arab Emirates",68854.97,0.26399004,1.58572380949521
"1420","PER","Americas",2017,4.82783,1.40996,"Peru",15072.204,0.43292674,1.18741736554591
"1421","CHN","Western Pacific",2014,4.77791,8.85845,"China",13696.518,0.39177653,2.97631483549708
"1422","PER","Americas",2016,4.91142,1.42041,"Peru",14920.104,0.4363899,1.19180954854373
"1423","CHE","Europe",2004,10.22577,18.5527,"Switzerland",68880.05,0.31564513,4.30728452740239
"1424","PRY","Americas",2001,5.60816,3.20099,"Paraguay",9749.259,0.54626775,1.7891310740133
"1425","BOL","Americas",2009,5.17445,5.94043,"Bolivia",7392.1626,0.4922026,2.43729973536289
"1426","ROU","Europe",2019,5.71421,9.17093,"Romania",36964.258,0.34800515,3.02835433858061
"1427","URY","Americas",2015,8.25704,18.73129,"Uruguay",29035.658,0.40128586,4.32796603498687
"1428","CHN","Western Pacific",2012,4.56585,9.40869,"China",11985.317,0.42237166,3.06735879870614
"1429","DEU","Europe",2013,10.99906,13.4792,"Germany",58614.05,0.31453598,3.67140300157855
"1430","BRA","Americas",2020,9.62327,6.93194,"Brazil",17327.516,0.48902002,2.63285776296404
"1431","GRC","Europe",2007,8.39808,2.91315,"Greece",41854.016,0.33950907,1.70679524255254
"1432","CZE","Europe",2002,6.17736,15.36888,"Czechia",32342.531,0.26555094,3.92031631376857
"1433","ESP","Europe",2007,7.91866,7.38466,"Spain",45110.254,0.3413741,2.71747309094313
"1434","MYS","Western Pacific",2008,3.00693,4.27854,"Malaysia",22898.002,0.45479712,2.06846319764215
"1435","SVN","Europe",2020,9.42808,17.73742,"Slovenia",42807.46,0.24031529,4.2115816506391
"1436","NLD","Europe",2013,10.58364,11.82571,"Netherlands",61951.316,0.2810648,3.43885300645433
"1437","TGO","Africa",2018,6.16074,9.80454,"Togo",2442.647,0.42534238,3.13122020943913
"1438","DNK","Europe",2004,9.00743,14.37172,"Denmark",59935.613,0.24911784,3.79100514375805
"1439","PSE","Eastern Mediterranean",2005,10.99557,0.62506,"Palestine",4885.0728,0.34742624,0.790607361463325
"1440","UZB","Europe",2002,5.14165,14.48929,"Uzbekistan",3604.6934,0.33036503,3.80648000126101
"1441","GBR","Europe",2012,9.8916,8.26811,"United Kingdom",49331.72,0.33090645,2.87543214143544
"1442","MKD","Europe",2012,6.61468,8.06239,"North Macedonia",17366.447,0.38132146,2.83943480291413
"1443","RWA","Africa",2005,7.72469,8.19518,"Rwanda",1359.1343,0.52019864,2.86272248043711
"1444","JOR","Eastern Mediterranean",2010,8.17026,0.98157,"Jordan",10953.538,0.3365573,0.990742146070308
"1445","FIN","Europe",2000,7.09253,24.13205,"Finland",47405.453,0.27156627,4.91243829477786
"1446","IRL","Europe",2005,7.64243,11.88746,"Ireland",63449.746,0.33753955,3.44781960084921
"1447","NLD","Europe",2016,10.0568,11.83357,"Netherlands",64970.418,0.2817357,3.43999563953212
"1448","MNE","Europe",2021,10.55254,11.30898,"Montenegro",24509.936,0.34297183,3.36288269197723
"1449","IRN","Eastern Mediterranean",2013,5.54722,4.68493,"Iran",13804.791,0.3396952,2.16446991201079
"1450","ITA","Europe",2014,8.86792,7.30192,"Italy",47061.367,0.34652385,2.70220650580225
"1451","COG","Africa",2005,1.71774,8.94982,"Congo",7876.118,0.4732929,2.99162497649689
"1452","CRI","Americas",2012,7.78642,6.22302,"Costa Rica",20201.389,0.4841734,2.49459816403364
"1453","ARM","Europe",2004,6.0551,3.92253,"Armenia",7299.4,0.37505633,1.98053780574873
"1454","PER","Americas",2004,4.42972,1.08392,"Peru",8497.498,0.4987963,1.04111478713925
"1455","JPN","Western Pacific",2013,10.67439,21.54294,"Japan",42725.55,0.3285473,4.64143727739587
"1456","KAZ","Europe",2016,3.42236,19.94293,"Kazakhstan",30758.322,0.27225325,4.46575077674516
"1457","SVK","Europe",2004,6.3719,13.99933,"Slovakia",21889.305,0.2707678,3.74156785318668
"1458","RUS","Europe",2007,4.74793,39.63375,"Russia",32962.3,0.42272472,6.29553413142999
"1459","ROU","Europe",2008,5.02274,11.69771,"Romania",27280.908,0.36428705,3.42019151510555
"1460","MNE","Europe",2019,8.32983,14.131,"Montenegro",25484.574,0.35665408,3.75912223796992
"1461","PRY","Americas",2010,5.46594,4.15494,"Paraguay",12738.576,0.5098244,2.03836699345334
"1462","RUS","Europe",2018,5.35521,25.89874,"Russia",36908.367,0.37473005,5.08908046703921
"1463","BRA","Americas",2018,9.46475,6.67905,"Brazil",17917.75,0.5388832,2.58438580711162
"1464","FRA","Europe",2003,10.08283,20.17817,"France",47962.285,0.31411052,4.49201179873784
"1465","ISR","Europe",2013,6.95815,5.0944,"Israel",39939.812,0.39870527,2.25707775674654
"1466","SVK","Europe",2018,6.6664,10.22546,"Slovakia",36493.062,0.24970019,3.19772731795568
"1467","AUT","Europe",2014,10.36809,16.58685,"Austria",61507.38,0.3053535,4.072695667491
"1468","CZE","Europe",2017,7.33911,13.91021,"Czechia",47256.684,0.2485221,3.72963939275636
"1469","SLB","Western Pacific",2012,4.8776,20.81111,"Solomon Islands",2743.4534,0.37054926,4.56191955211838
"1470","COM","Africa",2014,5.2385,6.41728,"Comoros",3397.0925,0.45332918,2.53323508581418
"1471","LUX","Europe",2000,5.92534,15.0642,"Luxembourg",115588.41,0.30102962,3.8812626811387
"1472","BEN","Africa",2015,2.72813,7.39121,"Benin",2952.0022,0.4762964,2.71867798755204
"1473","SVK","Europe",2011,7.29859,12.27515,"Slovakia",30533.477,0.2653828,3.50359101494452
"1474","MKD","Europe",2015,6.34228,5.40863,"North Macedonia",19412.312,0.35590458,2.32564614677298
"1475","IND","South-East Asia",2017,2.93598,14.86996,"India",7326.607,0.3590051,3.85615871042674
"1476","USA","Americas",2020,18.81325,14.95539,"United States",67352.39,0.39682114,3.86721993168219
"1477","CAN","Americas",2014,10.28526,13.37575,"Canada",54880.86,0.33157605,3.6572872460336
"1478","LUX","Europe",2012,5.29404,11.29294,"Luxembourg",130529.234,0.3434715,3.36049698705415
"1479","ARM","Europe",2014,10.17828,6.3587,"Armenia",12667.376,0.3148329,2.52164628764623
"1480","PER","Americas",2010,4.71339,1.09394,"Peru",12061.164,0.45537677,1.04591586659731
"1481","BRA","Americas",2012,7.73638,5.63524,"Brazil",18832.219,0.53435296,2.37386604508342
"1482","DOM","Americas",2007,4.08935,4.20929,"Dominican Republic",13666.6875,0.48855126,2.05165542915958
