"","Country","Region","Year","HealthSpendingPercent","SuicideRate","Country_Name","GDP_per_Capita","GINI_Index","SuicideRate_sqrt"
"657","UGA","Africa",2012,6.10854,5.13244,"Uganda",2405.0945,0.41009575,2.26548890970581
"658","CYP","Europe",2010,6.50056,5.21246,"Cyprus",43094.992,0.3145779,2.28308125129177
"659","DNK","Europe",2021,10.74729,10.45853,"Denmark",70342.32,0.28323486,3.23396505856201
"660","FRA","Europe",2020,12.07227,16.25226,"France",50610.633,0.3066147,4.03140918290367
"661","ARM","Europe",2009,8.44378,4.74026,"Armenia",10143.235,0.2801588,2.17721381586651
"662","GMB","Africa",2020,3.72824,4.888,"Gambia",2702.319,0.38757205,2.21088217686968
"663","ROU","Europe",2021,6.46981,9.62397,"Romania",38071.176,0.3385264,3.10225240752586
"664","CIV","Africa",2021,3.76208,7.39131,"Cote d'Ivoire",6045.2046,0.35275364,2.71869637878157
"665","ZWE","Africa",2011,8.08288,14.26713,"Zimbabwe",2897.1008,0.43153575,3.77718546010121
"666","VNM","Western Pacific",2014,4.69079,7.48169,"Vietnam",8751.883,0.34755376,2.7352678113852
"667","TJK","Europe",2004,4.79911,2.99552,"Tajikistan",1878.287,0.3360195,1.73075705978627
"668","IDN","South-East Asia",2001,2.1185,2.15688,"Indonesia",6190.5195,0.31165913,1.46863201653784
"669","LBN","Eastern Mediterranean",2011,8.17744,0.84316,"Lebanon",17353.195,0.3183245,0.918237442059514
"670","BIH","Europe",2007,9.5306,11.47947,"Bosnia and Herzegovina",11332.676,0.33061588,3.38813665603972
"671","CYP","Europe",2015,6.79382,4.94825,"Cyprus",38795.71,0.33966377,2.22446622810957
"672","SYC","Africa",2013,4.97012,7.37936,"Seychelles",24770.652,0.46822062,2.71649774525951
"673","HUN","Europe",2015,6.85402,20.00866,"Hungary",31665.229,0.30407295,4.47310406764698
"674","POL","Europe",2005,5.80689,17.79853,"Poland",21944.541,0.35808384,4.21883040664116
"675","NGA","Africa",2003,5.05361,5.17918,"Nigeria",3974.7678,0.40058756,2.27578118456059
"676","NIC","Americas",2014,7.97716,5.17952,"Nicaragua",6657.196,0.46156293,2.2758558829592
"677","GEO","Europe",2010,8.93946,3.21217,"Georgia",11294.368,0.394587,1.79225277235104
"678","GEO","Europe",2003,8.02953,2.85111,"Georgia",7227.737,0.36650413,1.68852302323658
"679","GBR","Europe",2011,9.79562,8.33251,"United Kingdom",48937.477,0.33191085,2.88660873690911
"680","MYS","Western Pacific",2018,3.75944,5.23726,"Malaysia",30459.965,0.41176775,2.28850606291528
"681","IRL","Europe",2006,7.51647,11.11525,"Ireland",64842.59,0.327276,3.33395410886233
"682","GEO","Europe",2013,7.7356,4.04231,"Georgia",13913.002,0.38588807,2.01054967608363
"683","PRT","Europe",2007,9.25187,12.61327,"Portugal",37423.324,0.36750183,3.55151657746377
"684","KEN","Africa",2015,4.7644,5.05755,"Kenya",4679.622,0.4077446,2.24889973097957
"685","CYP","Europe",2011,6.43139,4.37319,"Cyprus",42184.42,0.326255,2.09121734881863
"686","DOM","Americas",2004,4.28774,4.09626,"Dominican Republic",11060.16,0.52049935,2.02392193525343
"687","KGZ","Europe",2018,5.01031,8.82454,"Kyrgyzstan",5951.829,0.27690327,2.97061273140744
"688","PAN","Americas",2005,6.20667,4.79333,"Panama",16867.96,0.5380034,2.18936748856833
"689","TZA","Africa",2007,6.88428,4.51246,"Tanzania",2423.616,0.40277025,2.12425516358087
"690","GRC","Europe",2021,9.18476,4.68187,"Greece",33577.51,0.32939574,2.16376292601569
"691","TUR","Europe",2019,4.35954,3.53792,"Turkey",28400.7,0.4383382,1.88093593723976
"692","BEN","Africa",2003,3.11679,6.76671,"Benin",2639.0437,0.3857762,2.60129006456412
"693","MEX","Americas",2010,5.48973,4.48942,"Mexico",20298.826,0.47658002,2.11882514616001
"694","ZWE","Africa",2019,3.23268,15.83853,"Zimbabwe",3294.8062,0.5025645,3.97976506844311
"695","THA","South-East Asia",2015,3.85229,11.06685,"Thailand",18811.328,0.35987332,3.32668754168467
"696","STP","Africa",2017,7.46631,0.84968,"Sao Tome and Principe",5521.2026,0.4072948,0.921780885026371
"697","PER","Americas",2018,5.09981,1.80437,"Peru",15388.998,0.4236557,1.34326840207011
"698","SVN","Europe",2019,8.49057,19.34061,"Slovenia",44930.54,0.24384232,4.39779603892677
"699","SVK","Europe",2010,7.66639,13.74374,"Slovakia",29809.037,0.2731572,3.70725504922443
"700","IDN","South-East Asia",2009,2.62324,1.85721,"Indonesia",8435.456,0.33432707,1.3627949222095
"701","BRA","Americas",2003,8.18899,4.65462,"Brazil",14259.366,0.57553095,2.15745683618468
"702","DEU","Europe",2014,11.02588,13.43862,"Germany",59636.555,0.30847794,3.66587233820274
"703","MYS","Western Pacific",2015,3.82201,4.78968,"Malaysia",27699.627,0.410664,2.18853375573693
"704","ROU","Europe",2018,5.51801,10.22121,"Romania",35381.91,0.35758388,3.19706271443023
"705","BWA","Africa",2009,6.62081,16.68243,"Botswana",13489.979,0.604583,4.08441305452815
"706","AUT","Europe",2012,10.19916,16.16859,"Austria",62044.215,0.30475533,4.02101852768673
"707","MEX","Americas",2012,5.4214,4.87101,"Mexico",21149.451,0.49597254,2.20703647455134
"708","EST","Europe",2005,5.29536,22.54202,"Estonia",31032.965,0.3344686,4.74784372110119
"709","BFA","Africa",2014,5.00027,8.86105,"Burkina Faso",2083.1985,0.35301226,2.97675158520156
"710","THA","South-East Asia",2011,3.56825,9.18231,"Thailand",16765.752,0.37459034,3.03023266433454
"711","CAN","Americas",2007,9.42872,12.17983,"Canada",52948.9,0.33841008,3.4899613178372
"712","CPV","Africa",2015,4.40074,15.03121,"Cape Verde",7560.1367,0.42381087,3.87701044620723
"713","MDA","Europe",2000,5.92687,19.1606,"Moldova",5727.079,0.36424187,4.37728226186066
"714","IRN","Eastern Mediterranean",2005,5.29996,4.91784,"Iran",13056.25,0.43558642,2.21762034622701
"715","DOM","Americas",2003,4.38888,3.93223,"Dominican Republic",10932.235,0.5211965,1.98298512349437
"716","CRI","Americas",2016,7.31724,6.82578,"Costa Rica",22189.879,0.48704153,2.61261937526307
"717","KAZ","Europe",2007,2.70315,34.78676,"Kazakhstan",24351.346,0.30084056,5.89803017964473
"718","COD","Africa",2004,4.33564,8.02687,"Democratic Republic of Congo",892.4353,0.41642156,2.83317313272592
"719","PAN","Americas",2019,8.13542,2.55067,"Panama",33163.727,0.49837545,1.59708171362645
"720","PER","Americas",2019,5.13816,2.19134,"Peru",15466.295,0.4152813,1.48031753350421
"721","CHL","Americas",2020,9.68911,8.25715,"Chile",26257.832,0.4700476,2.87352570895059
"722","POL","Europe",2016,6.5921,13.81248,"Poland",33244.3,0.31189167,3.71651449613748
"723","RWA","Africa",2016,6.96089,7.9366,"Rwanda",2314.6592,0.43709454,2.8171971886966
"724","NLD","Europe",2018,10.01994,11.27898,"Netherlands",67488.18,0.28121036,3.35841927102618
"725","BEL","Europe",2003,9.16443,21.44371,"Belgium",52843.062,0.28143317,4.63073536276907
"726","LUX","Europe",2015,5.08114,12.34262,"Luxembourg",131746.33,0.32921496,3.51320651257509
"727","NER","Africa",2018,5.30311,4.51222,"Niger",1574.3384,0.37259424,2.12419867244097
"728","IDN","South-East Asia",2013,2.86935,1.67092,"Indonesia",10121.814,0.38926852,1.29264070800822
"729","BEL","Europe",2006,9.12786,20.28559,"Belgium",56494.69,0.28054035,4.5039527084551
"730","EST","Europe",2021,7.4786,14.9382,"Estonia",45063.543,0.31834,3.864996765846
"731","SLV","Americas",2007,8.47836,8.94747,"El Salvador",8548.835,0.45217508,2.99123218757755
"732","MDA","Europe",2007,11.02067,19.15313,"Moldova",8854.834,0.34421042,4.37642890951058
"733","MLT","Europe",2015,8.8976,7.02705,"Malta",47199.125,0.29433772,2.65085835155332
"734","SVK","Europe",2006,6.85077,14.74574,"Slovakia",25385.625,0.25797036,3.8400182291234
"735","PRT","Europe",2014,9.34288,14.23242,"Portugal",35283.008,0.35562173,3.7725879711413
"736","CHE","Europe",2008,9.53168,18.64478,"Switzerland",76035.87,0.337947,4.31796016656013
"737","NLD","Europe",2008,9.2766,8.96719,"Netherlands",64374.64,0.29298013,2.99452667378335
"738","AUT","Europe",2013,10.28575,16.09023,"Austria",61524.96,0.30752888,4.01126289340402
"739","IDN","South-East Asia",2021,3.70635,1.20441,"Indonesia",12757.074,0.35504764,1.09745614946566
"740","SVK","Europe",2016,7.09178,9.49179,"Slovakia",34188.84,0.2515492,3.08087487574552
"741","CHN","Western Pacific",2021,5.38361,8.94544,"China",20406.73,0.35743752,2.99089284328275
"742","LVA","Europe",2006,5.70438,23.2163,"Latvia",25494.701,0.35597068,4.81832958607026
"743","KAZ","Europe",2018,2.81786,18.55992,"Kazakhstan",32330.227,0.27792874,4.30812256093069
"744","BFA","Africa",2021,6.40748,8.49869,"Burkina Faso",2486.431,0.37391287,2.91525127561931
"745","BLR","Europe",2013,5.69563,25.51476,"Belarus",26147.625,0.26575053,5.05121371553412
"746","PRY","Americas",2019,7.16082,7.92623,"Paraguay",15321.324,0.45650637,2.81535610536216
"747","PHL","Western Pacific",2021,5.97501,3.49261,"Philippines",8857.79,0.37268466,1.86885258915731
"748","CHE","Europe",2013,10.6146,15.10083,"Switzerland",76034.81,0.3246219,3.88597864121768
"749","GIN","Africa",2002,5.35654,4.4245,"Guinea",2498.1318,0.43000692,2.10344954776672
"750","SVN","Europe",2009,8.5408,22.23203,"Slovenia",38108.234,0.24787736,4.71508536508089
"751","UKR","Europe",2005,6.34616,30.66804,"Ukraine",15610.573,0.29020715,5.53787323798586
"752","LUX","Europe",2011,5.95225,11.99006,"Luxembourg",131531.75,0.3205409,3.46266660249005
"753","RUS","Europe",2015,5.29604,31.12448,"Russia",35393.57,0.37710539,5.57893179739634
"754","HND","Americas",2006,7.86319,3.28957,"Honduras",5263.1504,0.57526565,1.81371717751142
"755","CHL","Americas",2011,6.79948,11.78649,"Chile",25375.229,0.46868134,3.43314578775793
"756","FRA","Europe",2012,11.2974,17.13303,"France",51251.375,0.3311486,4.13920644568497
"757","HTI","Americas",2001,3.75029,8.05067,"Haiti",3186.834,0.5898769,2.83737026135117
"758","LUX","Europe",2005,7.12328,12.86431,"Luxembourg",126449.625,0.30840808,3.58668509908523
"759","ZMB","Africa",2002,5.88845,6.73618,"Zambia",2299.333,0.4205863,2.59541518836582
"760","COL","Americas",2015,7.52339,4.1312,"Colombia",17128.107,0.50983036,2.032535362546
"761","CRI","Americas",2007,6.99643,5.49687,"Costa Rica",17957.494,0.4931286,2.34454046670131
"762","PRT","Europe",2015,9.31646,13.24754,"Portugal",35992.688,0.355233,3.6397170219675
"763","SVN","Europe",2012,8.7151,21.75835,"Slovenia",37333.69,0.25585502,4.66458465460752
"764","BRA","Americas",2002,8.69687,4.64604,"Brazil",14265.905,0.58105445,2.15546746669951
"765","KOR","Western Pacific",2012,6.17752,31.01331,"South Korea",39543.996,0.31558052,5.56895950784345
"766","JOR","Eastern Mediterranean",2002,9.27864,2.00886,"Jordan",8638.08,0.36954618,1.41734258385191
"767","DEU","Europe",2003,10.40202,14.36668,"Germany",50552.133,0.2980293,3.7903403541107
"768","AUS","Western Pacific",2008,8.24737,12.1038,"Australia",51577.074,0.3542851,3.47905159490342
"769","COL","Americas",2013,7.01724,3.72119,"Colombia",16202.396,0.52625173,1.92903862066056
"770","MKD","Europe",2010,6.7137,5.67794,"North Macedonia",16902.83,0.40062812,2.38284283997078
"771","MLT","Europe",2007,8.16883,5.45529,"Malta",35827.156,0.29207736,2.33565622470431
"772","LVA","Europe",2016,6.13326,21.04376,"Latvia",30545.74,0.34328857,4.58734781763929
"773","TUR","Europe",2015,4.1169,3.19375,"Turkey",25992.297,0.42854458,1.78710660006615
"774","FIN","Europe",2015,9.64524,14.08667,"Finland",53273.14,0.2710181,3.75322128311135
"775","CYP","Europe",2020,8.76034,3.86485,"Cyprus",45244.85,0.31727943,1.96592217546881
"776","NLD","Europe",2020,11.22356,11.0635,"Netherlands",65571.375,0.2599421,3.326183999721
"777","DEU","Europe",2004,10.14603,13.98991,"Germany",51150.836,0.30192587,3.7403088107802
"778","DOM","Americas",2015,4.72217,6.43386,"Dominican Republic",17777.012,0.4518094,2.53650547013012
"779","IRN","Eastern Mediterranean",2012,6.12235,4.51781,"Iran",14202.551,0.3442554,2.12551405546988
"780","ITA","Europe",2013,8.77544,7.60343,"Italy",47495.805,0.3490567,2.75743177612792
"781","SVK","Europe",2013,7.49518,12.33667,"Slovakia",31144.129,0.28086153,3.51235960573515
"782","BOL","Americas",2017,6.49019,5.53512,"Bolivia",9642.813,0.4461778,2.35268357413401
"783","COL","Americas",2005,6.06711,4.22417,"Colombia",12218.054,0.53908044,2.05527856992671
"784","NER","Africa",2021,5.81453,4.476,"Niger",1585.5992,0.32862565,2.11565592665726
"785","RUS","Europe",2000,5.0199,53.05821,"Russia",20309.268,0.37092733,7.28410667137707
"786","MAR","Eastern Mediterranean",2000,3.69305,4.51196,"Morocco",5100.1157,0.40636948,2.1241374720107
"787","JOR","Eastern Mediterranean",2006,7.67926,1.43626,"Jordan",9977.759,0.33856255,1.19844065351606
"788","GTM","Americas",2014,5.88857,5.09492,"Guatemala",10557.234,0.4827621,2.25719294700298
"789","MNG","Western Pacific",2014,4.2099,18.29529,"Mongolia",13943.428,0.3203779,4.2772993816192
"790","MWI","Africa",2019,6.37022,7.265,"Malawi",1687.2894,0.38542363,2.69536639438871
"791","LUX","Europe",2016,5.07104,10.22213,"Luxembourg",135355.89,0.31727898,3.19720659326231
"792","IRL","Europe",2009,10.52276,14.03496,"Ireland",58327.254,0.32680362,3.74632620042623
"793","HRV","Europe",2017,6.612,15.48488,"Croatia",32337.545,0.30352312,3.93508322656586
"794","KGZ","Europe",2007,6.93211,11.92012,"Kyrgyzstan",4558.713,0.3391182,3.45255267881607
"795","NOR","Europe",2006,7.8823,12.0002,"Norway",85674.63,0.2635382,3.46413048253093
"796","MNE","Europe",2018,8.34356,13.53986,"Montenegro",24481.744,0.36809078,3.67965487512076
"797","MYS","Western Pacific",2011,3.31452,4.36273,"Malaysia",24115.818,0.43943596,2.08871491592319
"798","FRA","Europe",2019,11.09938,15.04709,"France",54856.867,0.31199563,3.87905787530942
"799","BLR","Europe",2018,5.52699,18.66783,"Belarus",26363.463,0.25240526,4.3206284265139
"800","USA","Americas",2009,16.20068,12.81935,"United States",58714.973,0.40608335,3.58041198746736
"801","GMB","Africa",2015,3.17613,4.90057,"Gambia",2495.9575,0.35918832,2.21372310824999
"802","SLV","Americas",2010,8.90416,8.18308,"El Salvador",8648.93,0.43513292,2.8606083269123
"803","THA","South-East Asia",2009,3.6194,8.87469,"Thailand",15665.346,0.39601263,2.97904179225468
"804","PAN","Americas",2008,6.80453,5.22334,"Panama",21867.818,0.5269304,2.28546275401723
"805","MDA","Europe",2002,7.40438,19.84562,"Moldova",6580.2783,0.3584591,4.45484230921814
"806","BLR","Europe",2001,5.70648,39.31091,"Belarus",11771.087,0.30576724,6.26984130580671
"807","BEL","Europe",2012,10.5025,20.89961,"Belgium",57504.03,0.27490476,4.57160912589867
"808","BRA","Americas",2019,9.61449,6.70782,"Brazil",18018.621,0.5350931,2.58994594538187
"809","KGZ","Europe",2009,6.89873,11.41565,"Kyrgyzstan",4969.9614,0.29874134,3.37870537336418
"810","IRN","Eastern Mediterranean",2015,7.53312,4.66372,"Iran",13905.192,0.35264048,2.15956477096659
"811","MYS","Western Pacific",2021,4.37382,5.65403,"Malaysia",29822.85,0.40668428,2.37782043056241
"812","HUN","Europe",2005,7.98451,26.35011,"Hungary",28083.578,0.34721088,5.13323582158467
"813","LVA","Europe",2015,5.65212,21.67794,"Latvia",29514.736,0.342025,4.6559574740326
"814","TCD","Africa",2011,2.93421,5.48288,"Chad",2010.6174,0.43319756,2.34155503885772
"815","DNK","Europe",2017,10.09826,11.17538,"Denmark",65398.793,0.28746662,3.34295976643453
"816","ARM","Europe",2008,6.63977,4.83262,"Armenia",11727.482,0.2918814,2.19832208741121
"817","CZE","Europe",2014,7.5951,14.82154,"Czechia",42006.17,0.25923222,3.84987532265657
"818","IND","South-East Asia",2015,3.59566,14.63077,"India",6488.146,0.3468829,3.8250189542014
"819","SRB","Europe",2014,9.24599,18.0868,"Serbia",18123.219,0.40437588,4.2528578626613
"820","BEL","Europe",2021,11.04725,18.36102,"Belgium",61873.965,0.2657763,4.28497607927979
"821","CAN","Americas",2016,11.06097,11.48604,"Canada",54765.305,0.32701823,3.38910607682911
"822","PAN","Americas",2010,7.22333,3.93727,"Panama",22739.111,0.516088,1.98425552789957
"823","BRA","Americas",2013,7.9766,5.79022,"Brazil",19241.506,0.5268333,2.40628759710887
"824","KGZ","Europe",2005,7.45011,12.46127,"Kyrgyzstan",4156.959,0.32561377,3.53005240754298
"825","KGZ","Europe",2002,4.5922,13.31831,"Kyrgyzstan",3760.5325,0.30302387,3.64942598226077
"826","LAO","Western Pacific",2018,2.2463,4.57256,"Laos",7775.086,0.38802433,2.13835450755949
"827","AUS","Western Pacific",2010,8.41878,12.13409,"Australia",51811.78,0.34656727,3.48340207268699
"828","BDI","Africa",2020,10.71837,6.67431,"Burundi",833.9202,0.37456092,2.58346859860924
"829","MNE","Europe",2012,8.2955,13.80622,"Montenegro",19884.969,0.4120649,3.71567221374545
"830","MLT","Europe",2016,8.96601,6.00854,"Malta",48012.285,0.29089025,2.45123234312866
"831","SLV","Americas",2000,7.84343,7.68272,"El Salvador",7545.4478,0.5146378,2.77177199639509
"832","GRC","Europe",2004,8.0939,3.1012,"Greece",37863.76,0.33588123,1.7610224302944
"833","ISL","Europe",2005,8.94695,11.74926,"Iceland",55595.41,0.29002446,3.42771935840728
"834","CZE","Europe",2005,6.34087,15.88425,"Czechia",37171.176,0.26946017,3.98550498682413
"835","BGR","Europe",2007,6.15652,12.37329,"Bulgaria",20594.764,0.36095893,3.51756876265411
"836","GBR","Europe",2010,9.78938,7.79764,"United Kingdom",48766.29,0.337056,2.79242546901435
"837","SLE","Africa",2018,8.28988,6.16413,"Sierra Leone",2766.717,0.35690176,2.48276660199867
"838","SVN","Europe",2017,8.18481,20.42722,"Slovenia",42030.492,0.24219307,4.51964821639915
"839","ESP","Europe",2018,8.99859,7.79132,"Spain",46114.344,0.3471633,2.79129360691418
"840","HND","Americas",2008,8.60363,3.15781,"Honduras",5566.7065,0.55489975,1.777022791075
"841","KAZ","Europe",2015,3.04051,21.597,"Kazakhstan",30893.76,0.26803666,4.64725725562939
"842","SWE","Europe",2013,10.90491,15.77555,"Sweden",56713.703,0.28822792,3.97184465960088
"843","BLR","Europe",2017,5.75975,18.95358,"Belarus",25503.98,0.2544457,4.35357094808388
"844","LKA","South-East Asia",2009,4.05677,18.99176,"Sri Lanka",9156.319,0.36054152,4.3579536482161
"845","ESP","Europe",2014,9.08676,8.59512,"Spain",41147.246,0.3605231,2.93174350856278
"846","SLV","Americas",2006,8.69339,9.5497,"El Salvador",8404.247,0.4568936,3.09025888883116
"847","TUR","Europe",2014,4.32518,3.22181,"Turkey",24830.574,0.41236562,1.79494011042151
"848","KGZ","Europe",2010,6.95027,11.32188,"Kyrgyzstan",4876.4795,0.30133882,3.36480014265335
"849","GRC","Europe",2017,8.13516,4.9974,"Greece",32039.643,0.34350377,2.23548652422689
"850","LKA","South-East Asia",2006,3.8502,24.14022,"Sri Lanka",7970.665,0.3966902,4.91326978701557
"851","LTU","Europe",2006,5.84418,35.40331,"Lithuania",26458.053,0.34414476,5.95006806683755
"852","MLT","Europe",2009,7.92383,7.05912,"Malta",36370.766,0.30244455,2.65690044977225
"853","ARM","Europe",2010,9.23538,6.8827,"Armenia",10438.564,0.29992583,2.62349004190982
"854","BRA","Americas",2015,8.9093,6.10835,"Brazil",18357.068,0.51926446,2.47150763705071
"855","GEO","Europe",2005,8.07734,2.1577,"Georgia",8485.587,0.37375313,1.4689111613709
"856","AUT","Europe",2006,9.53113,16.27586,"Austria",59096.01,0.29587558,4.03433513729338
"857","SYC","Africa",2006,5.16842,7.76957,"Seychelles",21341.86,0.42767617,2.78739484106576
"858","ROU","Europe",2015,4.94296,11.5165,"Romania",29442.305,0.35913625,3.39359691183264
"859","MNE","Europe",2015,9.02189,12.95542,"Montenegro",21614.252,0.39005032,3.59936383267932
"860","BOL","Americas",2015,6.55065,5.5943,"Bolivia",9141.929,0.46731615,2.36522726180805
"861","EST","Europe",2010,6.59434,18.28701,"Estonia",30936.557,0.31999895,4.27633137163153
"862","LTU","Europe",2020,7.4744,24.51666,"Lithuania",43875.64,0.35956645,4.95143009644688
"863","MDA","Europe",2008,10.9492,20.93022,"Moldova",9563.698,0.34692442,4.5749557374908
"864","ARM","Europe",2018,10.00543,2.32262,"Armenia",15037.045,0.344335,1.52401443562717
"865","MLI","Africa",2009,5.21224,4.18868,"Mali",2181.9348,0.3303452,2.04662649254816
"866","BWA","Africa",2015,6.10288,11.06238,"Botswana",15994.997,0.5332503,3.32601563435892
"867","ESP","Europe",2009,9.10764,7.64115,"Spain",42671.52,0.34924084,2.76426301208839
"868","GBR","Europe",2002,7.87847,8.2725,"United Kingdom",46462.96,0.35146394,2.87619540365393
"869","BLR","Europe",2012,5.24539,28.49462,"Belarus",25879.133,0.26526198,5.33803521906703
"870","TUR","Europe",2004,4.90964,2.79122,"Turkey",16533.355,0.4128751,1.67069446638217
"871","IRQ","Eastern Mediterranean",2012,2.69366,3.51282,"Iraq",13357.015,0.29541856,1.87425185073938
"872","SLV","Americas",2003,7.77182,7.14549,"El Salvador",7780.272,0.5043636,2.67310493621182
"873","MLT","Europe",2011,8.44814,7.06012,"Malta",38652.684,0.2914213,2.65708863231922
"874","CRI","Americas",2010,8.02938,6.51661,"Costa Rica",18885.848,0.48043102,2.5527651674214
"875","ARM","Europe",2017,10.3627,3.20991,"Armenia",14243.875,0.3362184,1.79162216999009
"876","GEO","Europe",2008,8.44424,3.48635,"Georgia",10856.104,0.38532716,1.86717701356888
"877","VNM","Western Pacific",2002,3.87076,5.93661,"Vietnam",4809.6216,0.37029624,2.43651595521146
"878","ESP","Europe",2000,6.79922,8.55059,"Spain",39777.45,0.34128913,2.92413918957357
"879","USA","Americas",2003,14.50558,11.76274,"United States",56498.207,0.40770072,3.42968511674177
"880","SLV","Americas",2017,8.42287,8.50328,"El Salvador",10064.794,0.38007155,2.9160384085262
"881","PRT","Europe",2009,10.1307,13.01322,"Portugal",36283.67,0.34907416,3.60738409377211
"882","MDA","Europe",2005,9.55815,21.73711,"Moldova",8161.4736,0.36280838,4.66230736867487
"883","USA","Americas",2010,16.19723,13.19888,"United States",59799.285,0.40007547,3.6330262867202
"884","HRV","Europe",2015,6.6547,17.36524,"Croatia",29458.7,0.31113166,4.16716210387837
"885","CZE","Europe",2011,7.53358,16.09259,"Czechia",41535.613,0.26381272,4.01155705431195
"886","ECU","Americas",2012,6.8786,8.17757,"Ecuador",12945.077,0.46109366,2.85964508287305
"887","BEL","Europe",2019,10.75969,18.1104,"Belgium",61711.113,0.27219546,4.25563156299979
"888","ECU","Americas",2015,7.76786,8.38176,"Ecuador",13864.487,0.459508,2.89512694022214
"889","GBR","Europe",2020,11.96548,8.90109,"United Kingdom",48656.164,0.32644516,2.98346945685723
"890","IDN","South-East Asia",2019,2.87863,1.59538,"Indonesia",12757.785,0.35359862,1.26308352851266
"891","CHE","Europe",2014,10.69967,14.78048,"Switzerland",76877.805,0.3252566,3.84453898406558
"892","AZE","Europe",2001,2.77419,2.4963,"Azerbaijan",6075.6147,0.36454937,1.57996835411346
"893","GRC","Europe",2000,7.24333,3.39333,"Greece",31430.03,0.34236935,1.84209934585516
"894","CAN","Americas",2019,11.05897,12.68958,"Canada",56713.09,0.31749648,3.56224367498912
"895","TUR","Europe",2012,4.44445,3.18388,"Turkey",22392.938,0.40168938,1.78434301635084
"896","GHA","Africa",2012,3.91583,5.37225,"Ghana",5339.7134,0.42372206,2.31781146774279
"897","TUR","Europe",2002,5.06228,2.57856,"Turkey",14565.538,0.41396376,1.60578952543601
"898","MNG","Western Pacific",2016,4.58009,18.4824,"Mongolia",13898.1455,0.32345733,4.29911618824149
"899","ISL","Europe",2011,8.25499,11.53047,"Iceland",55689.62,0.26830265,3.39565457607219
"900","NOR","Europe",2013,8.87431,11.43241,"Norway",84283.03,0.26361105,3.38118470362091
"901","LVA","Europe",2013,5.40875,20.75467,"Latvia",27369.172,0.3549739,4.55572935982813
"902","UKR","Europe",2016,7.55205,21.34309,"Ukraine",15856.8125,0.25002202,4.61985822293282
"903","THA","South-East Asia",2013,3.45313,9.5644,"Thailand",18241.777,0.37847108,3.09263641574628
"904","RUS","Europe",2011,4.79491,34.61356,"Russia",34795.035,0.39749315,5.88332898961124
"905","URY","Americas",2006,7.70999,15.71476,"Uruguay",19623.63,0.4594136,3.9641846576566
"906","ZAF","Africa",2014,7.87137,20.07204,"South Africa",14661.263,0.630258,4.48018303197537
"907","ISR","Europe",2004,6.8006,6.05875,"Israel",32559.822,0.414563,2.46145282302952
"908","BLR","Europe",2003,5.77103,40.28691,"Belarus",13413.927,0.28821012,6.34719701915735
"909","DNK","Europe",2010,10.60775,11.69273,"Denmark",60233.363,0.2719856,3.41946340819726
"910","GAB","Africa",2005,2.93181,9.03606,"Gabon",20385.29,0.42184988,3.00600399201332
"911","MEX","Americas",2000,4.24437,3.70327,"Mexico",20715.873,0.53417677,1.92438821447233
"912","HND","Americas",2009,8.99592,3.07002,"Honduras",5313.756,0.5128177,1.75214725408568
"913","FRA","Europe",2002,10.02219,19.89597,"France",47838.926,0.31778157,4.46048988340967
"914","IRN","Eastern Mediterranean",2021,5.77014,4.07296,"Iran",14951.895,0.3546873,2.01815757561197
"915","LUX","Europe",2021,5.66066,8.22451,"Luxembourg",137947.34,0.3273477,2.86784065108227
"916","RUS","Europe",2016,5.2897,30.19818,"Russia",35361.547,0.368485,5.49528707166423
"917","ITA","Europe",2004,8.16549,7.21857,"Italy",52285.293,0.3429304,2.68673965988519
"918","BFA","Africa",2009,5.08159,8.65043,"Burkina Faso",1779.323,0.39761,2.94116133525517
"919","SWE","Europe",2002,8.21006,15.56698,"Sweden",49646.94,0.26216906,3.94550123558465
"920","ISR","Europe",2003,6.85544,6.38388,"Israel",31659.047,0.4072257,2.5266341246805
"921","GBR","Europe",2004,8.33868,8.20447,"United Kingdom",48600.23,0.34834158,2.86434460217342
"922","THA","South-East Asia",2014,3.68448,10.44576,"Thailand",18323.963,0.37032664,3.23199009899474
"923","TCD","Africa",2003,4.04336,5.04953,"Chad",1358.9001,0.39809614,2.24711592936368
"924","LVA","Europe",2005,5.83247,26.72268,"Latvia",22390.348,0.38973203,5.16939841761109
"925","GRD","Americas",2018,4.58374,0.08482,"Grenada",16975.248,0.4381641,0.291238733687674
"926","SRB","Europe",2020,8.70042,15.60946,"Serbia",21719.705,0.34950927,3.95088091442908
"927","BRA","Americas",2016,9.16902,6.24754,"Brazil",17620.928,0.533671,2.49950795157767
"928","TLS","South-East Asia",2014,7.60484,3.70857,"East Timor",4445.4756,0.28652927,1.92576478314461
"929","EST","Europe",2018,6.69128,15.7828,"Estonia",42030.55,0.3032016,3.97275722892804
"930","JOR","Eastern Mediterranean",2008,8.48881,1.15632,"Jordan",10641.59,0.3257345,1.07532320722655
"931","CZE","Europe",2008,6.33025,14.24037,"Czechia",42184.336,0.26280212,3.77364147740614
"932","BRA","Americas",2017,9.47125,6.88701,"Brazil",17724.48,0.53321064,2.62431133823714
"933","ISR","Europe",2014,7.04531,4.97681,"Israel",40702.75,0.3975749,2.2308765093568
"934","BEL","Europe",2009,10.31898,20.56384,"Belgium",56383.56,0.28551185,4.53473703758002
"935","PRT","Europe",2005,9.65307,11.31183,"Portugal",36059.992,0.38480073,3.36330640887803
